Date,Exercise,Set 1 Weight,Set 1 Reps,Set 2 Weight,Set 2 Reps,Set 3 Weight,Set 3 Reps,Set 4 Weight,Set 4 Reps,Set 5 Weight,Set 5 Reps,Comments
3/16/2024,Horizontal Cable Lateral Raise,10,9,10,9,,,,,,,
3/16/2024,Tricep Pushdown,47.5,10,40,8,,,,,,,
3/17/2024,Pull Ups,0,7,0,6,0,4,0,4,,,
3/17/2024,Row Machine,180,10,190,9,200,10,,,,,
3/17/2024,Dumbbell Upright Row,35,12,35,11,35,10,,,,,
3/17/2024,Bicep Curls,35,6,35,6,,,,,,,
3/17/2024,Hammer Curl,35,4,30,9,,,,,,,
3/17/2024,Rear Delt Cable Flies,15,9,15,9,15,9,,,,,
3/18/2024,Barbell Squat,185,5,185,5,185,4,,,,,
3/18/2024,Hamstring Curl Machine,120,8,120,8,120,8,,,,,
3/18/2024,Quad Extension Machine,170,8,170,6,,,,,,,
3/18/2024,Calf Raises,0,25,0,22,,,,,,,
3/18/2024,Captain's Chair Hanging Leg Raises,0,12,0,12,0,10,,,,,
3/20/2024,Bench Press,205,2,200,2,200,1,,,,,
3/20/2024,Incline Dumbbell Bench Press,70,6,70,5,,,,,,,
3/20/2024,Dumbbell Shoulder Press,60,6,60,6,60,5,,,,,
3/20/2024,Lateral Raises,20,14,20,10,15,15,,,,,
3/20/2024,Horizontal Cable Lateral Raise,10,9,10,10,10,12,,,,,
3/20/2024,Dips,0,10,0,11,,,,,,,
3/21/2024,Pull Ups,0,8,0,6,0,5,0,5,,,
3/21/2024,Row Machine,200,10,200,10,200,8,,,,,
3/21/2024,Dumbbell Upright Row,35,11,35,10,35,8,,,,,
3/21/2024,Bicep Curls,35,9,35,7,,,,,,,
3/21/2024,Hammer Curl,35,4,30,7,,,,,,,
3/21/2024,Rear Delt Cable Flies,17.5,7,17.5,7,17.5,6,,,,,
3/23/2024,Bench Press,205,3,205,2,195,2,185,3,,,
3/23/2024,Dumbbell Shoulder Press,60,7,60,7,60,6,,,,,
3/23/2024,Lateral Raises,20,13,20,14,20,10,,,,,
3/23/2024,Supported Incline Cable Flies,15,11,15,11,,,,,,,
3/23/2024,Horizontal Cable Lateral Raise,10,12,10,12,10,12,,,,,
3/26/2024,Pull Ups,0,9,0,7,0,5,0,5,,,
3/26/2024,Barbell Row,125,9,125,7,125,6,,,,,
3/26/2024,Dumbbell Upright Row,40,8,40,6,,,,,,,
3/26/2024,Incline Bicep Curls,35,4,30,7,,,,,,,
3/26/2024,Hammer Curl,30,8,30,7,,,,,,,
3/26/2024,Rear Delt Fly Machine,110,9,110,7,110,6,,,,,
3/27/2024,Barbell Squat,185,6,185,6,185,6,185,6,,,
3/27/2024,Horizontal Leg Press Machine,330,6,330,6,,,,,,,"3, 1"
3/27/2024,Prone Hamstring Curls,115,7,115,6,115,4,,,,,
3/27/2024,Single Leg Calf Raises,22,20,22,18,,,,,,,
3/27/2024,Leg Raises,0,15,0,12,0,12,,,,,
3/28/2024,Bench Press,205,3,205,3,205,1,185,5,,,
3/28/2024,Dumbbell Shoulder Press,60,8,60,6,60,5,,,,,
3/28/2024,Skullcrushers,60,12,60,12,60,10,,,,,
3/28/2024,Lateral Raise Machine,70,10,70,7,70,6,,,,,
3/28/2024,Pec Fly Machine,110,8,110,6,110,5,,,,,
3/30/2024,Pull Ups,0,9,0,8,0,6,0,4,,,
3/30/2024,Barbell Row,130,7,130,7,,,,,,,
3/30/2024,Dumbbell Upright Row,35,12,35,9,,,,,,,
3/30/2024,Bicep Curls,35,7,35,5,,,,,,,
3/30/2024,Hammer Curl,30,8,30,6,,,,,,,
3/30/2024,Rear Delt Cable Flies (Blom),3,9,3,8,3,8,,,,,
3/31/2024,Bench Press,205,3,185,6,185,4,135,13,,,
3/31/2024,Dumbbell Shoulder Press,55,7,55,6,55,6,,,,,
3/31/2024,Pec Fly Machine,115,8,115,8,115,6,,,,,
3/31/2024,Tricep Pushdown,57.5,10,57.5,8,57.5,8,,,,,dropset
3/31/2024,Horizontal Cable Lateral Raise,12.5,9,12.5,8,10.5,12,,,,,
4/2/2024,Barbell Squat,205,3,205,3,205,3,,,,,
4/2/2024,Horizontal Leg Press Machine,330,7,330,6,330,4,,,,,
4/2/2024,Calf Extension Machine,90,15,120,14,120,15,,,,,
4/2/2024,Prone Hamstring Curls,120,6,120,4,,,,,,,
4/2/2024,Leg Raises,0,15,0,12,0,10,,,,,
4/4/2024,Pull Ups,0,11,0,8,0,6,0,6,,,
4/4/2024,Barbell Row,130,8,130,7,,,,,,,
4/4/2024,Dumbbell Upright Row,35,12,35,9,,,,,,,
4/4/2024,Bicep Curls,35,9,35,6,,,,,,,
4/4/2024,Hammer Curl,30,7,30,5,,,,,,,
4/4/2024,Rear Delt Fly Machine,110,8,90,12,90,7,,,,,
4/5/2024,Bench Press,205,2,185,6,185,5,185,5,,,
4/5/2024,Dumbbell Shoulder Press,60,7,60,6,60,4,,,,,
4/5/2024,Chest Supported Lateral Raises,15,14,15,10,,,,,,,
4/5/2024,Lateral Raises,15,16,15,18,,,,,,,
4/5/2024,Tricep Pushdown,60,12,60,12,,,,,,,blom lat pulldown
4/5/2024,Pec Fly Machine,120,5,110,7,110,6,,,,,
4/6/2024,Pull Ups,0,11,0,7,0,7,0,4,,,
4/6/2024,Barbell Row,135,7,135,7,135,8,,,,,
4/6/2024,Dumbbell Upright Row,35,12,35,12,,,,,,,
4/6/2024,Bicep Curls,35,8,35,6,,,,,,,
4/6/2024,Hammer Curl,30,8,30,7,,,,,,,
4/6/2024,Rear Delt Fly Machine,90,12,90,10,90,10,,,,,
4/7/2024,Bench Press,205,1,,,,,,,,,225 fail
4/7/2024,Dumbbell Shoulder Press,60,8,60,7,60,6,,,,,
4/7/2024,Incline Dumbbell Bench Press,60,7,60,6,60,6,,,,,
4/7/2024,Lateral Raises,20,14,20,12,20,12,,,,,
4/7/2024,Tricep Pushdown,70,10,70,6,,,,,,,blom lat pulldown
4/7/2024,Pec Fly Machine,110,9,110,7,110,6,,,,,
4/9/2024,Prone Hamstring Curls,120,7,120,6,110,6,,,,,
4/9/2024,Horizontal Leg Press Machine,330,8,330,7,330,6,,,,,
4/9/2024,Single Leg Calf Raises,44,16,44,14,,,,,,,
4/9/2024,Leg Raises,0,16,0,16,0,10,,,,,
4/11/2024,Pull Ups,0,11,0,8,0,6,0,5,,,
4/11/2024,Barbell Row,135,7,135,8,135,6,,,,,
4/11/2024,Dumbbell Upright Row,35,12,35,12,,,,,,,
4/11/2024,Bicep Curls,35,7,35,6,,,,,,,
4/11/2024,Hammer Curl,30,7,30,6,,,,,,,
4/12/2024,Bench Press,185,6,185,5,185,5,,,,,
4/12/2024,Dumbbell Shoulder Press,60,8,60,7,60,5,,,,,
4/12/2024,Incline Dumbbell Bench Press,60,6,60,5,,,,,,,
4/12/2024,Lateral Raises,20,16,20,14,20,10,,,,,dropset
4/12/2024,Tricep Pushdown,70,11,70,9,,,,,,,blom lat
4/12/2024,Dips,0,8,0,4,,,,,,,
4/13/2023,Pull Ups,0,10,0,8,0,6,0,5,,,
4/13/2024,Barbell Row,135,8,135,7,135,6,,,,,
4/13/2024,Dumbbell Upright Row,35,13,35,9,35,11,,,,,
4/13/2024,Bicep Curls,35,7,35,6,,,,,,,
4/13/2024,Hammer Curl,35,4,35,4,,,,,,,
4/13/2024,Rear Delt Cable Flies (Blom),3,10,3,8,3,7,,,,,
4/15/2024,Dumbbell Bench Press,65,7,65,7,65,8,65,6,,,
4/15/2024,Dumbbell Shoulder Press,65,4,60,6,60,5,60,4,,,
4/15/2024,Lateral Raises,20,14,20,16,20,14,,,,,dropset
4/15/2024,Dips,0,6,0,5,0,5,,,,,
4/16/2024,Barbell Squat,185,5,185,5,185,5,,,,,
4/16/2024,Horizontal Leg Press Machine,330,5,330,6,,,,,,,
4/16/2024,Prone Hamstring Curls,120,8,120,4,,,,,,,
4/16/2024,Calf Extension Machine,130,15,130,16,,,,,,,
4/16/2024,Leg Raises,0,15,0,12,0,10,,,,,
4/18/2024,Pull Ups,0,11,0,8,0,6,0,5,,,
4/18/2024,Barbell Row,135,8,135,6,135,5,,,,,
4/18/2024,Dumbbell Upright Row,40,11,40,9,35,10,,,,,
4/18/2024,Bicep Curls,35,9,35,8,,,,,,,
4/18/2024,Hammer Curl,30,8,30,6,,,,,,,
4/19/2024,Incline Dumbbell Bench Press,60,12,60,11,60,9,60,11,,,
4/19/2024,Dumbbell Shoulder Press,60,6,60,6,60,5,,,,,
4/19/2024,Lateral Raises,20,16,20,16,20,12,,,,,dropset
4/19/2024,Skullcrushers,65,6,65,5,,,,,,,
4/19/2024,Pec Fly Machine,110,8,110,8,110,6,,,,,
4/19/2024,Dips,0,7,0,5,,,,,,,
4/20/2024,Pull Ups,0,11,0,8,0,7,0,5,,,
4/20/2024,Barbell Row,135,6,135,5,135,5,,,,,
4/20/2024,Dumbbell Upright Row,40,10,35,10,,,,,,,
4/20/2024,Bicep Curls,35,8,35,8,,,,,,,
4/20/2024,Hammer Curl,30,8,30,7,,,,,,,
4/20/2024,Rear Delt Fly Machine,90,9,90,8,90,6,,,,,
4/22/2024,Lateral Raises,20,20,20,18,20,14,,,,,superdrop
4/22/2024,Incline Dumbbell Bench Press,65,9,65,8,65,9,,,,,
4/22/2024,Dumbbell Shoulder Press,60,6,60,6,60,5,,,,,
4/22/2024,Dumbbell Skullcrushers,25,8,25,8,,,,,,,
4/22/2024,Dips,0,8,0,8,,,,,,,
4/22/2024,Pec Fly Machine,110,7,110,6,,,,,,,
4/23/2024,Leg Press Machine,330,12,340,8,340,7,340,7,,,
4/23/2024,Prone Hamstring Curls,120,7,120,4,120,5,,,,,
4/23/2024,Calf Extension Machine,150,14,150,12,150,14,,,,,
4/23/2024,Leg Raises,0,16,0,12,0,6,,,,,
4/25/2024,Pull Ups,0,11,0,8,0,7,0,6,,,
4/25/2024,Barbell Row,135,5,135,6,135,6,,,,,
4/25/2024,Dumbbell Upright Row,40,10,40,8,,,,,,,
4/25/2024,Bicep Curls,35,9,35,7,35,6,,,,,
4/25/2024,Rear Delt Cable Flies (Blom),3,9,3,8,3,6,,,,,
4/26/2024,Incline Dumbbell Bench Press,70,8,70,8,70,5,,,,,
4/26/2024,Dumbbell Shoulder Press,60,7,60,7,60,6,60,5,,,
4/26/2024,Lateral Raises,20,18,20,16,20,12,,,,,dropset
4/26/2024,Dumbbell Skullcrushers,20,6,20,9,,,,,,,
4/26/2024,Pec Fly Machine,110,8,110,9,110,10,,,,,
4/27/2024,Pull Ups,0,12,0,7,0,7,0,6,,,
4/27/2024,Barbell Row,135,6,135,8,,,,,,,
4/27/2024,Dumbbell Upright Row,35,13,35,10,,,,,,,
4/27/2024,Bicep Curls,35,8,35,7,35,7,,,,,
4/27/2024,Hammer Curl,30,7,,,,,,,,,
4/27/2024,Rear Delt Fly Machine,90,8,90,8,,,,,,,
4/30/2024,Dumbbell Shoulder Press,60,9,60,8,60,7,60,7,,,
4/30/2024,Incline Dumbbell Bench Press,70,5,70,5,70,5,,,,,
4/30/2024,Lateral Raises,20,18,20,16,20,12,,,,,dropset
4/30/2024,Skullcrushers,60,9,60,8,,,,,,,
4/30/2024,Dips,0,9,0,8,,,,,,,
5/2/2024,Barbell Squat,185,4,185,4,185,5,,,,,
5/2/2024,Calf Extension Machine,190,14,190,14,,,,,,,
5/2/2024,Prone Hamstring Curls,120,6,120,4,120,4,,,,,
5/2/2024,Leg Raises,0,18,0,12,0,10,,,,,
5/4/2024,Pull Ups,0,10,0,8,0,7,0,5,0,3,
5/4/2024,Dumbbell Upright Row,40,10,40,10,40,10,,,,,
5/4/2024,Row Machine,200,10,200,6,,,,,,,
5/4/2024,Bicep Curls,35,9,35,7,35,6,,,,,
5/4/2024,Hammer Curl,30,7,,,,,,,,,
5/4/2024,Rear Delt Cable Flies,12.5,11,12.5,8,12.5,8,,,,,
5/6/2024,Incline Dumbbell Bench Press,70,9,70,7,70,6,70,5,,,
5/6/2024,Dumbbell Shoulder Press,60,8,60,7,60,6,60,5,,,
5/6/2024,Lateral Raises,20,18,20,14,20,13,,,,,
5/6/2024,Dips,0,8,0,6,,,,,,,
5/7/2024,Pull Ups,0,11,0,7,0,6,0,5,,,
5/7/2024,Barbell Row,135,7,135,7,,,,,,,
5/7/2024,Dumbbell Upright Row,45,6,40,9,40,8,,,,,
5/7/2024,Bicep Curls,35,10,35,7,,,,,,,
5/7/2024,Hammer Curl,30,7,30,6,,,,,,,
5/7/2024,Rear Delt Fly Machine,90,8,90,8,90,8,,,,,
5/9/2024,Barbell Squat,185,5,185,5,185,4,,,,,
5/9/2024,Leg Press Machine,340,3,330,5,,,,,,,
5/9/2024,Prone Hamstring Curls,120,7,120,5,120,5,,,,,
5/9/2024,Leg Raises,0,15,0,12,0,10,,,,,
5/10/2024,Pull Ups,0,10,0,6,,,,,,,
5/11/2024,Pull Ups,0,11,0,7,0,7,0,5,,,
5/11/2024,Barbell Row,135,8,135,7,,,,,,,
5/11/2024,Dumbbell Upright Row,40,10,40,9,40,9,,,,,
5/11/2024,Bicep Curls,35,8,35,7,,,,,,,
5/11/2024,Hammer Curl,30,6,30,7,,,,,,,
5/11/2024,Rear Delt Cable Flies (Blom),3,8,3,8,3,6,,,,,
5/18/2024,Pull Ups,0,11,0,7,0,7,0,5,0,6,
5/18/2024,Dumbbell Upright Row,40,8,40,7,35,11,35,10,,,
5/18/2024,Bicep Curls,35,7,35,6,35,4,,,,,
5/20/2024,Dumbbell Shoulder Press,65,7,65,6,65,5,65,4,,,
5/20/2024,Incline Dumbbell Bench Press,70,6,70,5,70,4,,,,,
5/20/2024,Lateral Raises,20,13,20,11,20,12,15,12,,,
5/20/2024,Dips,0,9,0,8,0,8,,,,,
5/21/2024,Barbell Squat,205,3,205,1,135,10,135,8,,,
5/21/2024,Prone Hamstring Curls,120,5,120,3,110,4,,,,,
5/21/2024,Single Leg Calf Raises,53,12,0,25,,,,,,,
5/21/2024,Hanging Knee Raises,0,12,0,8,,,,,,,
5/21/2024,Hanging Leg Raises,0,5,0,6,,,,,,,poor form
5/23/2024,Pull Ups,0,11,0,8,,,,,,,
5/23/2024,Front Pulldown,90,15,90,14,90,,,,,,
5/23/2024,Single Arm Chest Supported Row Machine,135,14,135,15,160,,,,,,
5/23/2024,Bicep Curls,35,7,35,7,,,,,,,
5/23/2024,Rear Delt Cable Flies,12.5,10,12.5,8,,,,,,,
5/25/2024,Military Press,95,7,95,7,95,3,,,,,
5/25/2024,Dumbbell Shoulder Press,65,3,65,5,65,4,,,,,
5/25/2024,Lateral Raises,20,16,20,14,20,12,,,,,dropset
5/25/2024,Horizontal Cable Lateral Raise (Blom),2,9,2,10,2,10,2,7,,,
5/25/2024,Rear Delt Cable Flies (Blom),3,6,3,6,,,,,,,
5/28/2024,Pull Ups,0,11,0,8,0,5,0,3,,,
5/28/2024,Barbell Row,135,6,135,6,135,6,,,,,
5/28/2024,Dumbbell Upright Row,40,10,40,8,,,,,,,
5/28/2024,Bicep Curls,35,7,35,5,,,,,,,
5/28/2024,Hammer Curl,30,6,30,6,,,,,,,
5/28/2024,Rear Delt Cable Flies (Blom),3,8,3,8,,,,,,,
5/29/2024,Incline Dumbbell Bench Press,70,7,70,6,70,5,,,,,
5/29/2024,Dumbbell Shoulder Press,65,4,60,6,60,6,60,4,,,
5/29/2024,Lateral Raises,20,16,20,14,20,12,,,,,dropset
5/29/2024,Pec Fly Machine,110,7,110,6,110,5,,,,,
5/29/2024,Dips,0,4,0,4,,,,,,,
5/30/2024,Front Pulldown,140,8,140,9,140,10,,,,,
5/30/2024,Single Arm Chest Supported Row Machine,160,10,160,10,160,12,,,,,
5/30/2024,Cable Row,35,25,50,12,50,13,,,,,
5/30/2024,Bicep Curls,35,6,35,6,35,,,,,,
5/30/2024,Pull Ups,0,5,0,4,0,2,,,,,
5/30/2024,Rear Delt Cable Flies,12.5,11,,,,,,,,,
6/1/2024,Barbell Squat,205,1,185,4,185,4,,,,,
6/1/2024,Leg Press Machine,330,4,330,3,,,,,,,
6/1/2024,Prone Hamstring Curls,110,8,110,6,110,4,,,,,
6/1/2024,Leg Raises,0,18,0,12,0,12,,,,,
6/2/2024,Military Press,95,7,95,5,95,5,95,5,,,
6/2/2024,Dumbbell Shoulder Press,60,7,60,7,60,6,60,5,,,
6/2/2024,Lateral Raises,20,16,20,12,20,10,,,,,superdrop
6/3/2024,Pull Ups,0,12,0,5,0,5,0,4,0,3,pause at top
6/3/2024,Barbell Row,135,6,135,7,135,8,,,,,
6/3/2024,Dumbbell Upright Row,40,10,40,12,,,,,,,
6/3/2024,Rear Delt Cable Flies (Blom),3,8,3,8,3,8,,,,,
6/3/2024,Bicep Curls,35,7,35,5,35,5,,,,,
6/4/2024,Bench Press,185,5,185,5,185,4,135,14,,,
6/4/2024,Tricep Extensions,42.5,8,42.5,8,42.5,8,,,,,
6/4/2024,Lateral Raises,15,20,15,16,15,14,,,,,
6/7/2024,Pull Ups,0,12,0,6,0,3,,,,,
6/7/2024,Front Pulldown,140,9,140,8,140,9,140,8,,,
6/7/2024,Bicep Curls,35,8,35,8,35,6,,,,,
6/7/2024,Single Arm Chest Supported Row Machine,160,12,160,12,,,,,,,
6/9/2024,Bench Press,185,6,185,5,185,4,135,14,,,
6/9/2024,Dumbbell Shoulder Press,65,2,60,5,60,5,60,4,,,
6/9/2024,Lateral Raises,20,18,20,15,20,14,,,,,superdrop
6/9/2024,Tricep Pushdown,44,8,44,6,44,6,,,,,
6/9/2024,Cable Fly,22.5,9,22.5,6,,,,,,,
6/11/2024,Pull Ups,0,9,0,7,0,4,0,3,,,
6/11/2024,Barbell Row,135,6,135,5,,,,,,,
6/11/2024,Row Machine,200,10,200,8,,,,,,,
6/11/2024,Dumbbell Upright Row,40,10,40,9,,,,,,,
6/11/2024,Bicep Curls,35,7,35,6,35,6,,,,,
6/11/2024,Rear Delt Cable Flies,12.5,10,12.5,7,12.5,7,,,,,
6/12/2024,Quad Extension Machine,170,8,160,8,160,10,160,8,,,
6/12/2024,Hamstring Curl Machine,130,5,120,8,120,4,,,,,
6/12/2024,Barbell Squat,135,8,135,10,185,3,,,,,
6/12/2024,Captain's Chair Hanging Leg Raises,0,12,0,12,,,,,,,
6/12/2024,Leg Raises,0,16,0,12,0,12,,,,,
6/14/2024,Incline Bench Press,135,12,155,7,155,6,135,9,,,
6/14/2024,Dumbbell Shoulder Press,60,5,60,6,60,4,,,,,
6/14/2024,Lateral Raises,20,14,20,13,20,12,,,,,superdrop
6/14/2024,Horizontal Cable Lateral Raise,10,5,7.5,11,,,,,,,
6/14/2024,Tricep Pushdown,44,8,44,5,44,7,,,,,
6/14/2024,Cable Fly,22.5,10,22.5,8,,,,,,,
6/15/2024,Pull Ups,0,10,0,6,0,5,0,3,,,
6/15/2024,Row Machine,210,8,210,8,210,6,,,,,
6/15/2024,Dumbbell Upright Row,40,11,40,10,,,,,,,
6/15/2024,Bicep Curls,35,7,35,5,35,5,,,,,
6/15/2024,Rear Delt Cable Flies,12.5,10,12.5,7,12.5,6,,,,,
6/16/2024,Military Press,95,6,95,6,95,5,95,4,,,
6/16/2024,Dumbbell Shoulder Press,65,5,65,3,50,10,,,,,
6/16/2024,Lateral Raises,20,14,20,12,20,10,,,,,superdrop
6/16/2024,Horizontal Cable Lateral Raise,10,9,10,8,10,7,,,,,
6/16/2024,Rear Delt Cable Flies,12.5,7,12.5,6,12.5,5,,,,,
6/18/2024,Pull Ups,0,9,0,7,0,5,0,5,,,
6/18/2024,Row Machine,220,7,210,8,,,,,,,
6/18/2024,Dumbbell Upright Row,40,11,40,9,40,8,,,,,
6/18/2024,Bicep Curls,35,6,35,7,35,6,,,,,
6/18/2024,Rear Delt Cable Flies,12.5,11,12.5,8,12.5,7,,,,,
6/19/2024,Horizontal Leg Press Machine,330,12,350,8,350,8,,,,,
6/19/2024,Prone Hamstring Curls,110,6,110,5,110,5,,,,,
6/19/2024,Quad Extension Machine,170,8,170,7,170,6,,,,,
6/19/2024,Leg Raises,0,16,0,12,0,12,,,,,
6/22/2024,Bench Press,185,7,185,6,185,4,160,8,,,
6/22/2024,Dumbbell Shoulder Press,65,4,60,6,60,4,,,,,
6/22/2024,Lateral Raises,20,16,20,16,25,10,,,,,superdrop
6/22/2024,Decline Cable Flies,27.5,8,29,6,29,6,,,,,
6/22/2024,Tricep Pushdown,44,5,44,7,44,8,,,,,
6/23/2024,Pull Ups,0,10,0,7,0,6,0,5,0,5,
6/23/2024,Row Machine,220,6,210,9,210,8,,,,,
6/23/2024,Dumbbell Upright Row,45,8,40,10,,,,,,,
6/23/2024,Bicep Curls,35,7,35,6,35,5,,,,,
6/23/2024,Rear Delt Cable Flies,15,10,15,7,15,6,,,,,
6/25/2024,Incline Bench Press,155,8,155,7,155,6,155,6,,,
6/25/2024,Dumbbell Shoulder Press,60,7,60,6,60,4,,,,,
6/25/2024,Lateral Raises,25,12,25,12,25,8,,,,,superdrop
6/25/2024,Tricep Pushdown,47.5,6,42.5,7,42.5,7,,,,,
6/25/2024,Horizontal Cable Lateral Raise,12.5,7,12.5,6,,,,,,,
6/25/2024,Decline Cable Flies,29,5,29,7,,,,,,,
6/26/2024,Pull Ups,0,11,0,7,0,6,0,4,0,4,
6/26/2024,Row Machine,220,6,220,7,,,,,,,
6/26/2024,Dumbbell Upright Row,45,8,40,9,40,9,,,,,
6/26/2024,Bicep Curls,35,8,35,7,35,5,,,,,
6/26/2024,Rear Delt Cable Flies,17.5,6,17.5,7,17.5,6,,,,,
7/8/2024,Pull Ups,0,9,0,6,0,5,0,5,,,
7/8/2024,Push Ups,0,32,0,20,0,20,,,,,
7/8/2024,Dumbbell Upright Row,40,11,40,8,40,7,,,,,
7/8/2024,Lateral Raises,20,12,20,10,20,12,,,,,
7/8/2024,Bicep Curls,35,8,35,5,,,,,,,
7/8/2024,Tricep Pushdown,,,,,,,,,,,
7/8/2024,Pec Fly Machine,100,6,100,,,,,,,,
7/9/2024,Smith Machine Incline Bench Press,135,10,155,8,155,8,155,8,,,
7/9/2024,Lat Pulldown,135,8,135,8,135,6,,,,,
7/9/2024,Dumbbell Shoulder Press,50,4,50,8,50,7,,,,,
7/9/2024,Cable Row,150,14,150,14,150,12,,,,,
7/9/2024,Pec Fly Machine,80,6,80,6,,,,,,,
7/14/2024,Bench Press,185,6,185,3,175,5,155,8,,,
7/14/2024,Dumbbell Shoulder Press,60,6,60,6,60,6,60,6,,,
7/14/2024,Lateral Raises,25,12,25,10,25,8,,,,,
7/14/2024,Cable Fly,29,5,29,5,29,5,,,,,
7/14/2024,Tricep Extensions,47.5,9,47.5,7,47.5,8,,,,,
7/17/2024,Pull Ups,0,10,0,6,0,6,0,4,0,4,
7/17/2024,Row Machine,220,5,210,7,210,6,,,,,
7/17/2024,Dumbbell Upright Row,45,8,45,8,,,,,,,
7/17/2024,Bicep Curls,35,7,35,6,35,6,,,,,
7/17/2024,Rear Delt Cable Flies,17.5,6,17.5,5,15,6,,,,,
7/18/2024,Barbell Squat,185,3,185,3,185,3,,,,,
7/18/2024,Hamstring Curl Machine,130,8,130,7,130,6,,,,,
7/18/2024,Leg Raises,0,15,0,12,0,12,,,,,
7/21/2024,Bench Press,185,5,185,4,175,5,155,7,,,
7/21/2024,Dumbbell Shoulder Press,60,6,60,5,60,5,60,3,,,
7/21/2024,Lateral Raises,25,10,25,11,25,8,,,,,superdrop
7/21/2024,Cable Fly,25,10,25,8,25,8,,,,,
7/21/2024,Tricep Extensions,44,6,44,5,40,8,,,,,
7/22/2024,Pull Ups,0,10,0,5,0,4,0,5,,,
7/22/2024,Row Machine,220,6,210,7,210,7,,,,,
7/22/2024,Dumbbell Upright Row,40,10,40,9,,,,,,,
7/22/2024,Bicep Curls,35,7,35,5,35,5,,,,,
7/22/2024,Rear Delt Cable Flies,17.5,6,17.5,4,15,5,,,,,
7/23/2024,Barbell Squat,175,4,175,4,175,2,,,,,
7/23/2024,Hamstring Curl Machine,130,10,130,8,130,7,,,,,superset
7/23/2024,Quad Extension Machine,170,6,160,6,160,6,,,,,superset
7/23/2024,Leg Raises,0,12,0,10,0,10,,,,,
7/24/2024,Bench Press,185,4,175,5,175,3,155,6,,,
7/24/2024,Dumbbell Shoulder Press,60,4,55,5,55,5,55,4,,,
7/24/2024,Lateral Raises,25,10,25,10,25,10,,,,,"superdrop, keep feet planted"
7/24/2024,Tricep Extensions,44,8,44,8,44,8,,,,,
7/24/2024,Cable Fly,25,10,25,6,25,5,,,,,
7/25/2024,Pull Ups,0,10,0,7,0,6,0,5,,,
7/25/2024,Row Machine,220,6,210,8,210,7,,,,,
7/25/2024,Dumbbell Upright Row,40,10,40,9,40,9,,,,,
7/25/2024,Bicep Curls,35,7,35,5,35,4,,,,,
7/25/2024,Rear Delt Cable Flies,17.5,4,15,6,15,5,,,,,
7/27/2024,Incline Bench Press,155,7,155,6,155,5,135,9,,,
7/27/2024,Dumbbell Shoulder Press,60,3,55,5,55,5,55,3,,,
7/27/2024,Lateral Raises,25,10,20,15,20,10,,,,,superdrop
7/27/2024,Tricep Extensions,44,12,44,10,44,10,,,,,
7/27/2024,Cable Fly,25,9,25,6,22.5,9,,,,,
7/28/2024,Pull Ups,0,11,0,6,0,6,0,5,,,
7/28/2024,Dumbbell Row,60,10,60,8,60,8,,,,,
7/28/2024,Dumbbell Upright Row,45,7,40,10,40,8,,,,,
7/28/2024,Bicep Curls,35,8,35,6,,,,,,,
7/28/2024,Hammer Curl,30,7,30,6,,,,,,,
7/28/2024,Face Pulls,44,16,51,12,51,12,,,,,
7/30/2024,Horizontal Leg Press Machine,330,10,350,10,370,6,370,5,,,
7/30/2024,Quad Extension Machine,170,8,170,7,170,7,,,,,superset 
7/30/2024,Hamstring Curl Machine,135,8,135,8,135,6,,,,,superset
7/30/2024,Captain's Chair Hanging Leg Raises,0,15,0,12,0,12,,,,,
7/31/2024,Pull Ups,0,10,0,8,0,6,0,5,,,
7/31/2024,Row Machine,220,6,210,8,210,8,,,,,
7/31/2024,Dumbbell Upright Row,45,9,45,8,45,8,,,,,
7/31/2024,Cable Bicep Curls,29,4,25,8,,,,,,,
7/31/2024,Hammer Curl,30,9,30,7,,,,,,,
7/31/2024,Rear Delt Cable Flies,15,9,15,8,15,7,,,,,
8/1/2024,Bench Press,185,5,175,6,175,5,175,4,,,
8/1/2024,Dumbbell Shoulder Press,60,6,60,5,60,4,,,,,
8/1/2024,Lateral Raises,25,10,20,12,20,10,,,,,superdrop 
8/1/2024,Cable Fly,25,7,25,6,25,5,,,,,
8/1/2024,Tricep Pushdown,44,13,44,8,44,7,,,,,
8/2/2024,Pull Ups,0,11,0,7,0,7,0,4,,,
8/2/2024,Row Machine,220,8,220,6,220,6,,,,,
8/2/2024,Dumbbell Upright Row,45,8,45,8,45,8,,,,,
8/2/2024,Bicep Curls,35,8,35,7,35,5,,,,,
8/2/2024,High Cable Row,51,12,51,10,51,11,,,,,
8/3/2024,Incline Bench Press,155,7,155,6,145,7,145,5,,,
8/3/2024,Dumbbell Shoulder Press,60,3,55,5,55,3,,,,,
8/3/2024,Lateral Raises,25,10,25,9,20,12,20,11,,,superdrop
8/3/2024,Cable Fly,25,6,22.5,8,22.5,6,,,,,
8/3/2024,Overhead Tricep Extension,36,10,36,9,36,9,,,,,
8/5/2024,Horizontal Leg Press Machine,370,8,370,8,370,8,,,,,
8/5/2024,Hamstring Curl Machine,140,9,140,6,140,6,,,,,
8/5/2024,Quad Extension Machine,170,9,170,8,170,8,,,,,
8/5/2024,Leg Raises,0,20,0,15,0,12,,,,,
8/5/2024,Cable Crunches,66,8,66,12,66,10,,,,,
8/8/2024,Pull Ups,0,10,0,8,0,7,0,7,,,
